ID,Name,Description
S0562,SUNSPOT,"SUNSPOT  created a copy of the SolarWinds Orion software source file with a  .bk  extension to backup the original content, wrote  SUNBURST  using the same filename but with a  .tmp  extension, and then moved  SUNBURST  using  MoveFileEx  to the original filename with a  .cs  extension so it could be compiled within Orion software. "
M1041,Encrypt Sensitive Information,Consider encrypting important information to reduce an adversary’s ability to perform tailored data modifications.
M1029,Remote Data Storage,Consider implementing IT disaster recovery plans that contain procedures for taking regular data backups that can be used to restore organizational data.   Ensure backups are stored off system and is protected from common methods adversaries may use to gain access and manipulate backups.
M1022,Restrict File and Directory Permissions,Ensure least privilege principles are applied to important information resources to reduce exposure to data manipulation risk.
G0082,APT38,APT38  has used DYEPACK.FOX to manipulate PDF data as it is accessed to remove traces of fraudulent SWIFT transactions from the data displayed to the end user. 
M1030,Network Segmentation,Identify critical business and system processes that may be targeted by adversaries and work to isolate and secure those systems against unauthorized access and tampering.
M1022,Restrict File and Directory Permissions,"Prevent critical business and system processes from being replaced, overwritten, or reconfigured to load potentially malicious code."
S0045,ADVSTORESHELL,ADVSTORESHELL  stores output from command execution in a .dat file in the %TEMP% directory. 
S0622,AppleSeed,AppleSeed  can stage files in a central location prior to exfiltration. 
G0007,APT28,APT28  has stored captured credential information in a file named pi.log. 
G0022,APT3,APT3  has been known to stage files for exfiltration in a single location. 
G0087,APT39,APT39  has utilized tools to aggregate data prior to exfiltration. 
S0373,Astaroth,Astaroth  collects data in a plaintext file named r1.log before exfiltration.  
S0438,Attor,Attor  has staged collected data in a central upload directory prior to exfiltration. 
S1029,AuTo Stealer,AuTo Stealer  can store collected data from an infected host to a file named  Hostname_UserName.txt  prior to exfiltration. 
G0135,BackdoorDiplomacy,BackdoorDiplomacy  has copied files of interest to the main drive's recycle bin. 
S0128,BADNEWS,BADNEWS  copies documents under 15MB found on the victim system to is the user's  %temp%\SMB\  folder. It also copies files from USB devices to a predefined directory.  
S0337,BadPatch,BadPatch  stores collected data in log files before exfiltration. 
S0651,BoxCaon,BoxCaon  has created a working folder for collected files that it sends to the C2 server. 
C0015,C0015,"During  C0015 , PowerView's file share enumeration results were stored in the file  c:\ProgramData\found_shares.txt . "
C0017,C0017,"During  C0017 ,  APT41  copied the local  SAM  and  SYSTEM  Registry hives to a staging directory. "
S0274,Calisto,Calisto  uses a hidden directory named .calisto to store data from the victim’s machine before exfiltration.  
S0335,Carbon,Carbon  creates a base directory that contains the files and folders that are collected. 
S0261,Catchamas,Catchamas  stores the gathered data from the machine in .db files and .bmp files under four separate locations. 
S1043,ccf32,ccf32  can temporarily store files in a hidden directory on the local host. 
G0114,Chimera,Chimera  has staged stolen data locally on compromised hosts. 
S0667,Chrommme,Chrommme  can store captured system information locally prior to exfiltration. 
S0538,Crutch,Crutch  has staged stolen files in the  C:\AMD\Temp  directory. 
S0673,DarkWatchman,DarkWatchman  can stage local data in the Windows Registry. 
G0035,Dragonfly,"Dragonfly  has created a directory named ""out"" in the user's %AppData% folder and copied files to it. "
S0567,Dtrack,"Dtrack  can save collected data to disk, different file formats, and network shares.  "
S0038,Duqu,"Modules can be pushed to and executed by  Duqu  that copy data to a staging area, compress it, and XOR encrypt it. "
S0062,DustySky,DustySky  created folders in temp directories to host collected files before exfiltration. 
S0024,Dyre,Dyre  has the ability to create files in a TEMP folder to act as a database to store information. 
S0593,ECCENTRICBANDWAGON,"ECCENTRICBANDWAGON  has stored keystrokes and screenshots within the  %temp%\GoogleChrome ,  %temp%\Downloads , and  %temp%\TrendMicroUpdate  directories. "
S0081,Elise,Elise  creates a file in  AppData\Local\Microsoft\Windows\Explorer  and stores all harvested data in that file. 
S0343,Exaramel for Windows,Exaramel for Windows  specifies a path to store files scheduled for exfiltration. 
G1016,FIN13,FIN13  has utilized the following temporary folders on compromised Windows and Linux systems for their operations prior to exfiltration:  C:\Windows\Temp  and  /tmp .  
G0053,FIN5,FIN5  scripts save memory dump data into a specific directory on hosts in the victim environment. 
S0036,FLASHFLOOD,"FLASHFLOOD  stages data it copies from the local system or removable drives in the ""%WINDIR%\$NtUninstallKB885884$\"" directory. "
S0503,FrameworkPOS,FrameworkPOS  can identifiy payment card track data on the victim and copy it to a local file in a subdirectory of C:\Windows. 
S1044,FunnyDream,FunnyDream  can stage collected information including screen captures and logged keystrokes locally. 
G0093,GALLIUM,GALLIUM  compressed and staged files in multi-part archives in the Recycle Bin prior to exfiltration. 
S0249,Gold Dragon,Gold Dragon  stores information gathered from the endpoint in a file named 1.hwp. 
S0170,Helminth,Helminth  creates folders to store output from batch scripts prior to sending the information to its C2 server. 
G0119,Indrik Spider,Indrik Spider  has stored collected date in a .tmp file. 
S0260,InvisiMole,InvisiMole  determines a working directory where it stores all the gathered data about the compromised machine.  
S0265,Kazuar,Kazuar  stages command output and collected data in files before exfiltration. 
S0526,KGH_SPY,"KGH_SPY  can save collected system information to a file named ""info"" before exfiltration. "
G0094,Kimsuky,Kimsuky  has staged collected data files under  C:\Program Files\Common Files\System\Ole DB\ .  
S1075,KOPILUWAK,KOPILUWAK  has piped the results from executed C2 commands to  %TEMP%\result2.dat  on the local machine. 
G0032,Lazarus Group,"Lazarus Group  malware IndiaIndia saves information gathered about the victim to a file that is saved in the %TEMP% directory, then compressed, encrypted, and uploaded to a C2 server.  "
G0065,Leviathan,Leviathan  has used C:\Windows\Debug and C:\Perflogs as staging directories.  
S0395,LightNeuron,"LightNeuron  can store email data in files and directories specified in its configuration, such as  C:\Windows\ServiceProfiles\NetworkService\appdata\Local\Temp\ . "
S0409,Machete,Machete  stores files and logs in a folder on the local drive.  
S1016,MacMa,MacMa  has stored collected files locally before exfiltration. 
S1060,Mafalda,Mafalda  can place retrieved files into a destination directory. 
S0652,MarkiRAT,MarkiRAT  can store collected data locally in a created .nfo file. 
G0045,menuPass,"menuPass  stages data prior to exfiltration in multi-part archives, often saved in the Recycle Bin. "
S0443,MESSAGETAP,MESSAGETAP  stored targeted SMS messages that matched its target list in CSV files on the compromised system. 
S1059,metaMain,metaMain  has stored the collected system files in a working directory.  
S1015,Milan,Milan  has saved files prior to upload from a compromised host to folders beginning with the characters  a9850d2f . 
S0084,Mis-Type,"Mis-Type  has temporarily stored collected information to the files  ""%AppData%\{Unique Identifier}\HOSTRURKLSR""  and  ""%AppData%\{Unique Identifier}\NEWERSSEMP"" . "
S0149,MoonWind,MoonWind  saves information from its keylogging routine as a .zip file in the present working directory. 
G0069,MuddyWater,MuddyWater  has stored a decoy PDF file within a victim's  %temp%  folder. 
G0129,Mustang Panda,Mustang Panda  has stored collected credential files in  c:\windows\temp  prior to exfiltration.  Mustang Panda  has also stored documents for exfiltration in a hidden folder on USB drives.  
S0247,NavRAT,NavRAT  writes multiple outputs to a TMP file using the >> method. 
S0198,NETWIRE,NETWIRE  has the ability to write collected data to a file created in the  ./LOGS  directory. 
S1090,NightClub,NightClub  has copied captured files and keystrokes to the  %TEMP%  directory of compromised hosts. 
S0353,NOKKI,NOKKI  can collect data from the victim and stage it in  LOCALAPPDATA%\MicroSoft Updatea\uplog.tmp . 
S0644,ObliqueRAT,"ObliqueRAT  can copy specific files, webcam captures, and screenshots to local directories. "
S0340,Octopus,Octopus  has stored collected information in the Application Data directory on a compromised host.  
S0264,OopsIE,OopsIE  stages the output from command execution and collected files in specific folders before exfiltration. 
C0006,Operation Honeybee,"During  Operation Honeybee , stolen data was copied into a text file using the format  From <COMPUTER-NAME> (<Month>-<Day> <Hour>-<Minute>-<Second>).txt  prior to compression, encoding, and exfiltration. "
C0014,Operation Wocao,"During  Operation Wocao , threat actors staged archived files in a temporary directory prior to exfiltration. "
G0040,Patchwork,Patchwork  copied all targeted files to a directory called index that was eventually uploaded to the C&C server. 
S0012,PoisonIvy,PoisonIvy  stages collected data in a text file. 
S1012,PowerLess,PowerLess  can stage stolen browser data in  C:\\Windows\\Temp\\cup.tmp  and keylogger data in  C:\\Windows\\Temp\\Report.06E17A5A-7325-4325-8E5D-E172EBA7FC5BK . 
S0113,Prikormka,"Prikormka  creates a directory,  %USERPROFILE%\AppData\Local\SKC\ , which is used to store collected log files. "
